AccX,AccY,AccZ
0.013,-0.011,-9.85
0.047,-0.058,-9.856
0.029,-0.03,-9.826
0.044,-0.076,-9.846
0.023,-0.021,-9.888
0.023,-0.022,-9.877
0.038,-0.051,-9.904
0.003,-0.022,-9.86
0.051,-0.04,-9.843
0.004,-0.02,-9.867
0.009,-0.002,-9.844
0.034,-0.047,-9.855
0.025,-0.035,-9.907
0.046,-0.043,-9.838
0.034,-0.03,-9.811
0.012,-0.043,-9.837
0.014,-0.012,-9.857
0.036,-0.029,-9.885
0.027,-0.029,-9.839
0.039,-0.054,-9.855
0.024,-0.023,-9.856
0.018,-0.028,-9.868
0.006,0.005,-9.857
0.046,-0.08,-9.869
0.046,-0.053,-9.837
0.037,-0.058,-9.875
0.031,-0.047,-9.855
-0.022,0.017,-9.85
0.044,-0.043,-9.825
0.023,-0.024,-9.873
0.044,0.005,-9.863
0.02,-0.02,-9.901
-0.004,0.011,-9.846
0.043,-0.029,-9.81
0.004,-0.009,-9.847
0.042,-0.063,-9.836
0.023,-0.005,-9.823
0.007,-0.017,-9.87
0.055,-0.056,-9.846
0.025,-0.037,-9.869
0.056,-0.066,-9.811
0.045,-0.053,-9.863
0.03,-0.057,-9.922
0.022,-0.022,-9.879
0.035,-0.012,-9.854
0.025,-0.011,-9.814
0.033,-0.022,-9.865
0.003,0.005,-9.943
0.041,-0.049,-9.847
0.022,-0.017,-9.916
-0.002,0.006,-9.894
-0.03,0.032,-9.895
0.024,-0.042,-9.856
0.019,-0.035,-9.86
0.023,-0.031,-9.883
0.014,-0.031,-9.826
0.033,-0.01,-9.812
0.016,-0.047,-9.873
0.021,-0.045,-9.88
0.022,-0.043,-9.864
0.026,-0.039,-9.878
0.018,-0.032,-9.843
0.01,-0.008,-9.865
0.01,-0.021,-9.811
0.05,-0.046,-9.861
0.007,-0.009,-9.834
0.025,-0.01,-9.853
-0.011,-0.012,-9.857
0.047,-0.055,-9.888
0.005,-0.014,-9.811
0.036,-0.029,-9.881
0.046,-0.044,-9.854
0.015,-0.022,-9.834
0.02,-0.038,-9.861
0.047,-0.058,-9.814
0.027,-0.017,-9.844
0.02,-0.003,-9.824
0.036,-0.036,-9.87
0.015,-0.032,-9.864
0.008,-0.021,-9.905
0.029,-0.034,-9.877
0.006,-0.007,-9.876
0.033,-0.057,-9.887
0.032,-0.024,-9.869
0.04,-0.067,-9.875
0.027,-0.048,-9.898
0.036,-0.066,-9.886
0.026,-0.042,-9.87
0.056,-0.077,-9.851
0.029,-0.039,-9.81
0.009,-0.002,-9.891
-0.002,-0.003,-9.879
0.032,-0.028,-9.847
0.009,-0.025,-9.877
0.032,-0.03,-9.887
0.013,-0.01,-9.857
0.034,-0.04,-9.903
0.02,-0.023,-9.921
0.019,-0.014,-9.838
0.037,-0.078,-9.856
0.044,-0.059,-9.888
0.023,-0.024,-9.903
0.024,-0.052,-9.843
0.02,-0.045,-9.848
0.057,-0.051,-9.907
0.005,0,-9.818
0.024,-0.063,-9.879
0.028,-0.061,-9.841
0.018,0.008,-9.87
0.041,-0.073,-9.871
0.032,-0.039,-9.837
0.038,-0.051,-9.873
0.014,-0.021,-9.805
0.009,-0.012,-9.889
0.046,-0.028,-9.903
0.023,-0.027,-9.867
0.024,-0.038,-9.849
0.037,-0.026,-9.877
0.045,-0.075,-9.885
-0.001,-0.001,-9.863
0.006,-0.029,-9.882
0.004,-0.017,-9.785
0.043,-0.071,-9.851
-0.013,0.014,-9.88
0.011,-0.01,-9.844
0.002,-0.02,-9.892
0.044,-0.031,-9.853
0.022,-0.048,-9.908
0.03,-0.054,-9.927
-0.008,0.004,-9.86
0.022,-0.026,-9.806
0.009,-0.007,-9.887
0.005,-0.012,-9.842
-0.012,0.026,-9.812
0.065,-0.089,-9.843
0.007,-0.038,-9.89
0.037,-0.038,-9.913
0.026,-0.063,-9.863
0.051,-0.058,-9.871
0.012,-0.009,-9.813
0.031,-0.037,-9.884
0.028,-0.049,-9.865
0.035,-0.043,-9.885
0.01,-0.023,-9.858
0.019,-0.018,-9.863
0.038,-0.053,-9.823
0.018,-0.011,-9.857
0.049,-0.046,-9.874
0.043,-0.032,-9.844
0.042,-0.051,-9.872
0.009,0.002,-9.85
-0.005,-0.011,-9.819
-0.003,0.032,-9.865
0.002,-0.024,-9.883
0.019,-0.02,-9.845
0.051,-0.051,-9.848
0.013,-0.019,-9.919
0,-0.01,-9.925
-0.002,0.002,-9.813
0.017,-0.037,-9.855
0.02,-0.035,-9.858
0.02,-0.04,-9.832
0.022,-0.043,-9.853
0.056,-0.068,-9.913
0.03,-0.019,-9.858
0.023,-0.04,-9.842
0.025,-0.047,-9.85
0.017,-0.027,-9.845
0.016,-0.026,-9.875
0.01,-0.055,-9.895
0.027,-0.013,-9.834
0.015,-0.04,-9.869
0.018,-0.006,-9.853
0.026,-0.057,-9.845
0.024,-0.032,-9.884
0.038,-0.07,-9.874
0.04,-0.071,-9.9
0,-0.009,-9.845
0.005,-0.009,-9.778
0.012,-0.037,-9.835
0.019,-0.004,-9.843
0.028,-0.055,-9.853
0.017,-0.011,-9.894
0.011,-0.038,-9.88
0.044,-0.033,-9.862
0.027,-0.066,-9.874
0.041,-0.045,-9.929
-0.027,0.026,-9.934
0.033,-0.041,-9.837
0.04,-0.048,-9.845
0.019,-0.013,-9.88
0.013,-0.017,-9.836
0.033,-0.029,-9.83
0.048,-0.057,-9.897
0.016,-0.049,-9.85
0.011,0.001,-9.876
0.044,-0.062,-9.921
-0.017,0.014,-9.851
0.041,-0.032,-9.829
0.007,-0.022,-9.826
0.011,-0.026,-9.819
0.004,-0.013,-9.88
0.039,-0.022,-9.859
0.017,-0.028,-9.931
0.034,-0.025,-9.888
0.052,-0.072,-9.824
0.044,-0.048,-9.877
-0.005,-0.001,-9.847
0.033,-0.028,-9.913
0.041,-0.043,-9.844
0.038,-0.031,-9.831
0.031,-0.05,-9.839
0.006,-0.002,-9.895
0.039,-0.055,-9.887
0.037,-0.039,-9.851
0.011,-0.049,-9.819
0.059,-0.084,-9.886
0.013,-0.044,-9.851
0.061,-0.082,-9.852
0.02,0,-9.895
0.054,-0.064,-9.884
0.005,-0.019,-9.87
0.047,-0.075,-9.89
0.006,-0.035,-9.821
0.033,-0.027,-9.857
0.056,-0.069,-9.844
0.028,-0.03,-9.88
0.037,-0.084,-9.879
0.041,-0.059,-9.852
0.042,-0.061,-9.913
0.048,-0.037,-9.874
0.016,-0.04,-9.853
0.003,0.002,-9.841
0.009,-0.021,-9.892
0.011,-0.001,-9.838
0.002,-0.011,-9.833
0.055,-0.038,-9.881
0.033,-0.052,-9.853
0.043,-0.065,-9.89
-0.005,0.007,-9.867
0.001,-0.014,-9.864
0.022,-0.055,-9.889
0.04,-0.06,-9.878
-0.007,-0.026,-9.885
0.017,-0.028,-9.865
0,0.003,-9.838
0.014,-0.009,-9.876
0.041,-0.075,-9.884
0.035,-0.041,-9.892
0.003,-0.023,-9.901
0.042,-0.037,-9.894
0.016,-0.032,-9.9
0.062,-0.081,-9.899
0.027,-0.052,-9.886
0.009,-0.03,-9.903
0.013,-0.019,-9.87
0.038,-0.053,-9.854
0.044,-0.078,-9.853
0.022,-0.016,-9.866
0.005,0.006,-9.826
0.043,-0.043,-9.931
0.038,-0.067,-9.862
0.039,-0.06,-9.857
0,-0.003,-9.878
0.048,-0.075,-9.899
0.01,-0.027,-9.854
0.024,-0.048,-9.857
0.002,-0.031,-9.875
0.03,-0.025,-9.86
0.04,-0.055,-9.872
0.038,-0.053,-9.888
0.02,-0.019,-9.873
0.049,-0.046,-9.906
0.005,-0.02,-9.899
0.029,-0.035,-9.853
0.026,-0.037,-9.838
0.048,-0.075,-9.893
0.015,-0.021,-9.891
0.049,-0.05,-9.872
0.047,-0.067,-9.878
0.005,-0.011,-9.871
0.026,-0.044,-9.874
0.068,-0.073,-9.85
-0.002,-0.004,-9.817
0.024,-0.037,-9.889
0.001,-0.008,-9.849
0.035,-0.035,-9.895
0.013,-0.048,-9.924
0.036,-0.026,-9.836
0.035,-0.051,-9.876
0.053,-0.064,-9.881
0.044,-0.067,-9.835
-0.013,0.044,-9.886
0.015,-0.014,-9.869
0.018,-0.05,-9.851
0.02,-0.033,-9.907
0.018,-0.031,-9.823
0.022,-0.012,-9.882
0.033,-0.025,-9.845
0.03,-0.062,-9.905
0.029,-0.033,-9.845
0.041,-0.073,-9.881
0.049,-0.062,-9.853
0.005,-0.029,-9.91
0.023,-0.011,-9.874
0.012,-0.014,-9.838
0.033,-0.043,-9.876
-0.002,-0.003,-9.876
0.015,-0.041,-9.869
0.014,-0.015,-9.87
0.069,-0.078,-9.896
0.031,-0.055,-9.909
-0.007,0.026,-9.92
0.031,-0.056,-9.865
0.036,-0.039,-9.907
0.026,-0.022,-9.86
0.038,-0.04,-9.908
0.01,-0.007,-9.858
0.055,-0.038,-9.885
0.026,-0.054,-9.88
0.036,-0.067,-9.908
0.01,-0.017,-9.859
0.009,-0.006,-9.892
-0.009,0.012,-9.902
0.039,-0.054,-9.876
0.013,-0.025,-9.866
0.022,-0.044,-9.901
0.003,-0.01,-9.869
0.018,-0.028,-9.868
0.037,-0.072,-9.883
0.022,-0.036,-9.878
0.008,-0.014,-9.877
0.037,-0.057,-9.843
-0.006,0.001,-9.839
0.035,-0.051,-9.845
0.002,-0.017,-9.838
0.034,-0.025,-9.915
0.018,-0.036,-9.829
0.026,-0.018,-9.88
-0.002,-0.004,-9.863
0.028,-0.025,-9.875
0.027,-0.03,-9.919
0.011,0.017,-9.844
0.048,-0.047,-9.876
0.044,-0.041,-9.89
-0.002,-0.013,-9.885
0.031,-0.01,-9.873
0.024,-0.059,-9.878
0.044,-0.047,-9.85
0.009,-0.034,-9.875
0.008,-0.001,-9.914
0.017,-0.057,-9.874
0.052,-0.077,-9.827
0.046,-0.057,-9.86
0.033,-0.026,-9.875
0.002,-0.017,-9.839
0.051,-0.042,-9.846
0.026,-0.038,-9.934
0.016,0.01,-9.881
0.024,-0.043,-9.848
0.068,-0.086,-9.874
0.022,-0.047,-9.85
0.066,-0.064,-9.9
0.02,-0.039,-9.869
0.018,-0.039,-9.883
0.037,-0.034,-9.908
0.043,-0.037,-9.86
0.011,-0.016,-9.808
0.051,-0.051,-9.916
0.027,-0.062,-9.836
0.032,-0.029,-9.866
-0.001,-0.002,-9.844
-0.007,0.02,-9.842
0.015,-0.027,-9.86
0.049,-0.062,-9.814
-0.004,-0.004,-9.841
0.029,-0.033,-9.901
0.017,-0.019,-9.904
0.039,-0.02,-9.874
0.027,-0.044,-9.856
0.021,0.01,-9.884
0.04,-0.058,-9.871
0.047,-0.042,-9.878
-0.024,0.039,-9.92
0.051,-0.042,-9.87
0.032,-0.046,-9.878
0.031,-0.008,-9.849
0.038,-0.084,-9.874
0.056,-0.086,-9.852
-0.004,-0.022,-9.85
0.049,-0.068,-9.858
0.012,-0.014,-9.852
0.051,-0.055,-9.887
0.04,-0.075,-9.808
0.048,-0.045,-9.836
0.027,-0.01,-9.923
0.064,-0.068,-9.872
0,-0.03,-9.907
0.009,-0.011,-9.874
0.028,-0.073,-9.843
0.008,0.001,-9.854
0.01,-0.019,-9.882
0.019,-0.054,-9.896
0.039,-0.078,-9.943
0.086,-0.059,-9.918
0.002,-0.015,-9.915
0.031,-0.036,-9.81
0.033,-0.034,-9.885
0.021,-0.027,-9.85
0.007,0.014,-9.849
0.023,-0.024,-9.898
0.025,-0.047,-9.846
0.006,0.019,-9.868
0.02,-0.016,-9.875
0.046,-0.044,-9.901
0.049,-0.029,-9.933
0.041,-0.025,-9.873
0.035,-0.045,-9.857
0.028,-0.044,-9.858
0.039,-0.045,-9.906
0.063,-0.059,-9.871
0.028,-0.042,-9.922
0.004,0.014,-9.885
0.048,-0.055,-9.903
0.033,-0.062,-9.876
0.041,-0.055,-9.866
0.023,-0.028,-9.86
0.026,-0.019,-9.921
0.019,-0.016,-9.891
0.01,-0.02,-9.933
0.005,-0.001,-9.903
0.008,-0.007,-9.888
0.031,-0.064,-9.861
0.004,-0.032,-9.878
0.014,-0.012,-9.895
0.025,-0.04,-9.891
-0.003,0.001,-9.885
0.042,-0.054,-9.927
0.036,-0.05,-9.886
0.055,-0.073,-9.855
0.037,-0.037,-9.809
0.035,-0.065,-9.842
0.042,-0.066,-9.882
0.011,-0.025,-9.835
0.059,-0.062,-9.844
0.02,-0.053,-9.879
0.016,-0.005,-9.897
0.02,-0.029,-9.889
0.006,-0.036,-9.892
0.006,-0.024,-9.864
0.023,-0.034,-9.87
0.033,-0.067,-9.831
0.03,-0.054,-9.889
-0.001,-0.032,-9.844
0.046,-0.059,-9.859
0.039,-0.064,-9.89
0.01,-0.009,-9.874
0.032,-0.046,-9.845
0.044,-0.054,-9.802
0.012,-0.044,-9.884
0.03,-0.026,-9.857
0.009,-0.009,-9.83
0.003,-0.002,-9.839
0.01,-0.008,-9.867
0.003,-0.014,-9.912
0.036,-0.036,-9.84
0.038,-0.022,-9.879
0.02,-0.034,-9.88
0.024,-0.038,-9.87
0.019,-0.038,-9.875
0.052,-0.048,-9.86
0.026,-0.024,-9.872
0.032,-0.047,-9.887
0.057,-0.097,-9.827
0.023,-0.025,-9.85
0.026,-0.03,-9.814
0.049,-0.073,-9.85
0.029,-0.024,-9.864
0.056,-0.053,-9.868
0.044,-0.074,-9.901
0.03,-0.057,-9.863
0.016,-0.049,-9.887
0.062,-0.075,-9.843
0.038,-0.035,-9.855
0.051,-0.05,-9.86
0.017,-0.038,-9.892
0.034,-0.045,-9.83
0.047,-0.06,-9.878
0.033,-0.037,-9.872
0.018,0.005,-9.862
0.042,-0.061,-9.888
0,0.003,-9.886
0.047,-0.073,-9.892
0.02,-0.024,-9.881
0.032,-0.032,-9.925
0.033,-0.064,-9.872
0,0.003,-9.874
0.042,-0.068,-9.873
0.047,-0.042,-9.874
0.031,-0.024,-9.861
0.024,-0.042,-9.887
0,0.028,-9.848
0.03,-0.068,-9.898
0.013,-0.053,-9.825
0.02,-0.028,-9.87
0.022,-0.021,-9.916
0.032,-0.047,-9.845
0.049,-0.055,-9.84
0.003,0.007,-9.854
0.038,-0.072,-9.82
0.039,-0.056,-9.925
0.032,-0.039,-9.87
0.037,-0.049,-9.855
0.011,-0.024,-9.88
0.01,-0.011,-9.866
0.006,-0.007,-9.882
0.02,-0.026,-9.87
0.016,-0.034,-9.87
0.049,-0.06,-9.891
0.025,-0.039,-9.847
0.028,-0.067,-9.898
0.027,-0.065,-9.88
0.033,-0.027,-9.905
0.008,0.015,-9.873
0.044,-0.059,-9.853
0.011,-0.028,-9.837
0.072,-0.096,-9.9
0.005,0,-9.855
0.037,-0.042,-9.848
0.027,-0.044,-9.903
0.022,-0.007,-9.873
0.029,-0.017,-9.873
0.042,-0.061,-9.897
0.028,0.003,-9.867
0.014,0.004,-9.87
0.027,-0.039,-9.834
0.011,0.005,-9.842
0.017,-0.053,-9.898
0.029,-0.046,-9.887
0.005,-0.036,-9.86
0.056,-0.084,-9.884
0.023,-0.025,-9.854
0.031,-0.053,-9.841
0.032,-0.061,-9.882
0.043,-0.057,-9.869
0.013,-0.011,-9.861
0.021,-0.044,-9.912
0.024,-0.044,-9.892
0.044,-0.038,-9.863
0.021,-0.017,-9.804
0.029,-0.037,-9.897
0.001,0.02,-9.894
0.037,-0.06,-9.863
0.021,-0.046,-9.811
0.011,-0.009,-9.831
0.018,-0.043,-9.856
0.021,-0.02,-9.875
0.03,-0.052,-9.879
0.049,-0.044,-9.896
0.016,-0.033,-9.916
0.011,-0.022,-9.812
-0.004,-0.013,-9.808
0.011,0.016,-9.925
0.023,-0.022,-9.854
0.046,-0.053,-9.908
0.04,-0.061,-9.882
0.018,-0.007,-9.895
-0.007,-0.009,-9.91
0.033,-0.063,-9.888
0.016,-0.013,-9.862
0.038,-0.081,-9.867
0.003,0.005,-9.861
0.013,-0.021,-9.881
0.002,-0.021,-9.891
0.021,-0.024,-9.88
0.019,-0.021,-9.919
0.011,-0.021,-9.917
0.008,-0.026,-9.841
0.009,-0.041,-9.868
-0.003,-0.048,-9.835
0.038,-0.019,-9.905
0.003,-0.056,-9.853
0.028,-0.044,-9.856
0.011,-0.05,-9.869
0.009,-0.04,-9.839
0.025,-0.023,-9.843
0.027,-0.037,-9.851
0.023,-0.037,-9.907
0.033,-0.025,-9.826
0.027,-0.052,-9.839
0.034,-0.042,-9.863
0.02,-0.013,-9.83
0.016,-0.006,-9.923
0.055,-0.062,-9.843
0.01,0.008,-9.821
0.003,-0.012,-9.837
0.022,-0.012,-9.842
0.031,-0.035,-9.881
0.028,-0.049,-9.858
0.011,-0.007,-9.914
0.041,-0.04,-9.908
0.036,-0.065,-9.822
0.029,-0.014,-9.826
0.016,-0.042,-9.863
0.004,0.008,-9.871
0.002,0.006,-9.87
0.035,-0.025,-9.84
0.031,-0.056,-9.869
0.036,-0.048,-9.864
-0.005,-0.021,-9.825
0.008,0.012,-9.857
0.016,-0.029,-9.918
0.016,0.009,-9.871
-0.001,0.001,-9.864
0.023,-0.045,-9.875
0.025,-0.032,-9.852
0.039,-0.047,-9.82
0.028,-0.042,-9.908
0.018,-0.033,-9.855
0.027,-0.031,-9.861
0.012,-0.005,-9.852
0.029,-0.029,-9.883
0.028,-0.044,-9.852
0.011,-0.018,-9.864
0.026,-0.01,-9.815
-0.01,-0.026,-9.891
0.023,-0.015,-9.861
0.041,-0.055,-9.866
0.03,-0.039,-9.875
0.033,-0.03,-9.838
0.045,-0.051,-9.86
0.01,-0.019,-9.903
0.028,-0.02,-9.85
-0.005,0,-9.805
0.017,-0.015,-9.875
0.031,-0.036,-9.864
0.027,-0.044,-9.872
0.033,-0.068,-9.858
0.028,-0.03,-9.795
0.049,-0.056,-9.858
0.038,-0.062,-9.864
0.007,-0.006,-9.867
0.055,-0.071,-9.837
-0.005,0.007,-9.861
0.017,-0.016,-9.821
0.024,-0.054,-9.886
0.037,-0.018,-9.903
0.021,-0.026,-9.865
0.045,-0.065,-9.829
0.007,-0.014,-9.869
0.013,0.014,-9.874
0.024,-0.054,-9.891
0.032,-0.052,-9.835
0.025,-0.007,-9.835
0.027,-0.025,-9.839
0.011,0.01,-9.833
0.025,-0.058,-9.862
0.025,-0.057,-9.859
0.04,-0.047,-9.866
0.015,-0.023,-9.831
0.03,-0.007,-9.84
0.031,-0.016,-9.84
0.013,-0.023,-9.881
0.013,-0.002,-9.826
0.024,-0.024,-9.848
0.012,-0.006,-9.825
0.045,-0.035,-9.819
0.006,-0.033,-9.836
0.024,-0.057,-9.875
0.023,-0.05,-9.85
0.037,-0.045,-9.895
0.026,-0.021,-9.817
0.046,-0.051,-9.852
-0.005,-0.019,-9.852
0.007,-0.009,-9.797
0.039,-0.058,-9.87
0.06,-0.051,-9.868
0.025,-0.033,-9.837
0.039,-0.079,-9.806
-0.008,0.012,-9.837
0.014,-0.012,-9.858
0.005,-0.018,-9.867
0.018,-0.006,-9.85
0.015,-0.047,-9.867
0.048,-0.067,-9.834
0.034,-0.037,-9.92
-0.032,0.027,-9.86
0.025,-0.018,-9.834
0.001,0,-9.918
0.038,-0.072,-9.865
0.021,-0.055,-9.845
0.04,-0.058,-9.86
0.049,-0.034,-9.861
0.015,-0.031,-9.912
0.01,-0.006,-9.835
0.016,-0.019,-9.826
-0.014,0.005,-9.862
-0.004,-0.015,-9.908
0.047,-0.044,-9.849
0.02,-0.037,-9.867
0.011,-0.022,-9.892
0.055,-0.08,-9.858
0.006,-0.026,-9.859
0.044,-0.062,-9.859
0.042,-0.054,-9.883
0.026,-0.026,-9.843
0.026,-0.029,-9.864
0.04,-0.08,-9.888
0.015,-0.006,-9.898
0.006,-0.017,-9.847
0.021,-0.034,-9.894
0.026,-0.031,-9.837
0.024,-0.005,-9.872
0.032,-0.041,-9.903
0.045,-0.039,-9.808
0.033,-0.056,-9.901
0.046,-0.04,-9.839
0.029,-0.055,-9.855
0.014,-0.007,-9.837
0.034,-0.049,-9.896
0.057,-0.065,-9.866
0.058,-0.075,-9.835
0.015,0.007,-9.891
0.024,-0.042,-9.829
0.046,-0.051,-9.875
0.043,-0.056,-9.869
0.021,-0.027,-9.837
-0.007,-0.012,-9.89
0.022,-0.02,-9.905
0.033,-0.022,-9.855
0.028,-0.067,-9.84
0.041,-0.069,-9.842
0.023,-0.023,-9.877
0.01,-0.016,-9.863
0.032,-0.03,-9.879
0.006,-0.028,-9.909
0.028,-0.027,-9.877
0.016,-0.021,-9.822
0.017,-0.051,-9.892
0.049,-0.044,-9.881
0.068,-0.085,-9.837
0.026,-0.034,-9.878
0.015,0.003,-9.871
0.023,-0.036,-9.915
0.011,0.005,-9.922
0.028,-0.049,-9.887
0.049,-0.077,-9.821
0.037,-0.031,-9.867
0.017,-0.051,-9.862
0.017,-0.028,-9.908
0.039,-0.058,-9.9
0.058,-0.059,-9.886
0.015,-0.026,-9.848
0.035,-0.022,-9.863
0.018,-0.008,-9.914
0.021,-0.022,-9.9
0.029,-0.014,-9.887
0.026,-0.04,-9.904
0.027,-0.042,-9.879
0.012,-0.008,-9.873
0.044,-0.053,-9.791
0.013,-0.03,-9.815
0.006,0.013,-9.875
0.017,-0.031,-9.883
0.035,-0.034,-9.86
0.022,-0.046,-9.861
0.049,-0.03,-9.904
-0.007,-0.01,-9.872
0.036,-0.061,-9.868
0.029,-0.048,-9.908
0.027,-0.032,-9.865
0.017,-0.024,-9.867
0.047,-0.057,-9.867
0.032,-0.063,-9.865
0.056,-0.08,-9.875
0.036,-0.069,-9.865
0.015,0.004,-9.894
0.034,-0.048,-9.907
0.021,-0.02,-9.847
0.018,-0.02,-9.834
0.046,-0.024,-9.877
-0.007,-0.011,-9.858
-0.007,0.008,-9.838
-0.014,-0.005,-9.836
0.04,-0.026,-9.84
0.023,-0.049,-9.844
0.026,-0.065,-9.854
0.02,-0.034,-9.869
0.046,-0.066,-9.861
-0.003,-0.002,-9.835
0.069,-0.076,-9.827
0.029,-0.05,-9.933
0.014,-0.018,-9.853
0.027,-0.074,-9.841
0.053,-0.068,-9.856
-0.003,-0.002,-9.847
0.047,-0.053,-9.886
-0.013,0.01,-9.866
0.012,-0.009,-9.889
0.018,-0.047,-9.866
0.037,-0.03,-9.83
0.016,-0.027,-9.864
0.061,-0.082,-9.892
0.018,-0.031,-9.824
0.035,-0.067,-9.819
0.066,-0.067,-9.887
0.043,-0.066,-9.865
0.007,-0.01,-9.906
0.048,-0.07,-9.84
-0.003,-0.007,-9.838
0.012,-0.025,-9.887
0.025,-0.033,-9.834
0.03,-0.046,-9.854
0.027,-0.025,-9.866
0.025,-0.05,-9.848
0.01,-0.03,-9.87
0.031,-0.048,-9.866
0.008,-0.048,-9.839
0.056,-0.065,-9.859
0.058,-0.065,-9.874
0.029,-0.052,-9.845
0.017,-0.025,-9.859
0.018,-0.021,-9.816
0.018,-0.036,-9.874
0.028,-0.059,-9.815
0.024,0,-9.856
0.024,-0.023,-9.827
0.029,-0.043,-9.841
0.02,-0.031,-9.888
0.029,-0.034,-9.842
0.027,-0.048,-9.855
0.022,-0.046,-9.84
0.027,-0.022,-9.895
0.034,-0.079,-9.87
0.007,0.007,-9.795
0.017,-0.009,-9.824
0.011,0.004,-9.854
0.029,-0.074,-9.876
0.034,-0.04,-9.845
0.042,-0.032,-9.85
0.037,-0.044,-9.838
-0.02,0.009,-9.852
0.023,-0.037,-9.891
0.015,-0.059,-9.864
0.03,-0.058,-9.844
0.014,-0.027,-9.893
0.018,-0.004,-9.879
0.03,-0.059,-9.858
0.007,-0.01,-9.842
0.002,-0.04,-9.889
0.033,-0.036,-9.826
0.025,-0.052,-9.884
0.06,-0.046,-9.861
0.035,-0.042,-9.881
0.035,-0.053,-9.886
0.002,-0.014,-9.836
0.035,-0.029,-9.819
0.04,-0.04,-9.827
0.017,-0.014,-9.831
0.073,-0.058,-9.868
0.028,-0.036,-9.84
0.033,-0.03,-9.843
0.02,-0.02,-9.844
0.04,-0.056,-9.841
0.052,-0.052,-9.853
0.005,-0.006,-9.894
0.023,-0.023,-9.856
0.016,-0.031,-9.855
0.039,-0.05,-9.812
0.034,-0.042,-9.895
0.037,-0.023,-9.871
0.027,-0.044,-9.846
0.044,-0.057,-9.836
0.021,-0.02,-9.828
0.048,-0.056,-9.809
0.013,-0.024,-9.836
0.004,0.017,-9.896
0.014,0.002,-9.856
0.035,-0.04,-9.825
0.051,-0.064,-9.841
0.017,-0.023,-9.865
0.031,-0.066,-9.846
0.038,-0.067,-9.819
0.018,-0.015,-9.897
0.059,-0.059,-9.829
0.006,-0.003,-9.853
0.05,-0.038,-9.826
0.039,-0.075,-9.817
0.016,-0.006,-9.941
-0.006,0.003,-9.816
0.014,-0.005,-9.871
0.029,-0.077,-9.873
0.048,-0.054,-9.879
0.005,-0.009,-9.839
0.031,-0.017,-9.828
0.004,-0.035,-9.849
0.002,0.003,-9.893
0.013,-0.018,-9.858
-0.001,-0.007,-9.879
0.047,-0.062,-9.831
0.027,-0.034,-9.863
0.014,-0.038,-9.863
0.053,-0.044,-9.823
0.05,-0.061,-9.854
0.038,-0.033,-9.867
0.041,-0.064,-9.827
0.024,-0.007,-9.862
0.025,-0.041,-9.861
0.049,-0.032,-9.86
0.041,-0.057,-9.827
0.072,-0.08,-9.892
0.031,-0.022,-9.863
0.032,-0.065,-9.791
0.034,-0.045,-9.888
0.001,-0.004,-9.864
0.013,-0.029,-9.844
0.028,-0.031,-9.897
0.045,-0.064,-9.934
0.019,0.012,-9.851
0.036,-0.036,-9.888
0.054,-0.033,-9.841
0.039,-0.056,-9.844
0.016,-0.011,-9.883
0.045,-0.069,-9.859
0.032,-0.049,-9.915
0.021,-0.047,-9.818
0.028,-0.012,-9.88
0.014,-0.016,-9.842
0.039,-0.017,-9.854
0.001,-0.023,-9.85
0.016,-0.013,-9.846
0.017,-0.051,-9.849
0,0.01,-9.883
0.019,-0.019,-9.873
0.024,-0.025,-9.825
0,-0.004,-9.906
0.048,-0.044,-9.874
0.022,-0.03,-9.864
0.025,-0.039,-9.855
0.023,-0.051,-9.847
0.069,-0.044,-9.855
0.038,-0.07,-9.828
0.046,-0.066,-9.883
0.001,-0.025,-9.89
0.025,-0.012,-9.899
0.034,-0.027,-9.868
0.028,-0.001,-9.87
0.017,-0.054,-9.857
0.052,-0.058,-9.921
-0.006,0.016,-9.895
0.02,-0.008,-9.915
0.005,0.025,-9.906
-0.007,0.061,-9.861
-0.01,-0.009,-9.87
0.056,-0.032,-9.805
0.024,-0.031,-9.883
0.015,-0.013,-9.868
0.005,-0.03,-9.908
0.026,-0.035,-9.896
0.016,-0.018,-9.885
0.034,-0.023,-9.866
0.04,-0.036,-9.833
0.017,-0.009,-9.838
0.036,-0.013,-9.865
0.019,-0.028,-9.824
-0.007,-0.002,-9.874
0.069,-0.042,-9.909
0.029,-0.04,-9.892
0.039,-0.042,-9.823
0.027,-0.049,-9.869
0.041,-0.065,-9.89
0.03,-0.056,-9.84
0.023,-0.017,-9.878
0.038,-0.056,-9.901
0.001,0.019,-9.865
0.022,-0.02,-9.908
0.011,-0.004,-9.847
0.047,-0.062,-9.867
0.042,-0.054,-9.873
0.027,-0.042,-9.869
0.022,-0.017,-9.904
0.048,-0.042,-9.886
0.026,-0.018,-9.862
0.045,-0.019,-9.858
0.02,0.019,-9.88
0.023,-0.035,-9.871
0.025,-0.037,-9.85
0.028,-0.058,-9.893
-0.01,0.006,-9.892
0.014,-0.024,-9.898
0.021,-0.021,-9.934
0.024,-0.036,-9.861
0.032,-0.034,-9.859
0.033,-0.057,-9.864
0.007,0.015,-9.865
0.013,-0.02,-9.868
0.018,0.005,-9.864
0.043,-0.061,-9.856
0.012,0.002,-9.849
0.01,0.001,-9.862
0.016,-0.014,-9.848
0.028,-0.059,-9.849
0.02,-0.023,-9.84
